,label,prob_simulation,prob_real
0,000,0.0,0.1416015625
1,001,0.4912109375,0.2294921875
2,010,0.0,0.0888671875
3,011,0.0,0.193359375
4,100,0.0,0.0634765625
5,101,0.0,0.0859375
6,110,0.0,0.0458984375
7,111,0.5087890625,0.1513671875
