,label,prob_simulation,prob_real
0,000,0.0,0.15234375
1,001,0.4873046875,0.185546875
2,010,0.0,0.1142578125
3,011,0.0,0.16796875
4,100,0.0,0.091796875
5,101,0.0,0.080078125
6,110,0.0,0.0810546875
7,111,0.5126953125,0.126953125
