,label,prob_simulation,prob_real
0,000,0.0,0.1494140625
1,001,0.5009765625,0.228515625
2,010,0.0,0.1181640625
3,011,0.0,0.138671875
4,100,0.0,0.0693359375
5,101,0.0,0.08984375
6,110,0.0,0.0380859375
7,111,0.4990234375,0.16796875
