,label,prob_simulation,prob_real
0,000,0.0,0.224609375
1,001,0.5029296875,0.1669921875
2,010,0.0,0.12890625
3,011,0.0,0.095703125
4,100,0.0,0.115234375
5,101,0.0,0.10546875
6,110,0.0,0.103515625
7,111,0.4970703125,0.0595703125
