,label,prob_simulation,prob_real
0,000,0.0,0.1357421875
1,001,0.5205078125,0.181640625
2,010,0.0,0.1328125
3,011,0.0,0.16796875
4,100,0.0,0.064453125
5,101,0.0,0.095703125
6,110,0.0,0.0703125
7,111,0.4794921875,0.1513671875
