,label,prob_simulation,prob_real
0,000,0.0,0.16796875
1,001,0.4892578125,0.2041015625
2,010,0.0,0.123046875
3,011,0.0,0.1533203125
4,100,0.0,0.0693359375
5,101,0.0,0.064453125
6,110,0.0,0.0595703125
7,111,0.5107421875,0.158203125
