,label,prob_simulation,prob_real
0,000,0.0,0.2001953125
1,001,0.5009765625,0.10546875
2,010,0.0,0.1748046875
3,011,0.0,0.1123046875
4,100,0.0,0.1328125
5,101,0.0,0.0791015625
6,110,0.0,0.1123046875
7,111,0.4990234375,0.0830078125
